Smith,880.85
Johnson,688.44
Williams,568.66
Brown,511.62
Jones,505.17
Miller,418.07
Davis,397.51
Garcia,318.17
Rodriguez,298.13
Wilson,290.27
Martinez,287.32
Anderson,282.62
Taylor,267.04
Thomas,263.45
Hernandez,261.85
Moore,259
Martin,249.37
Jackson,246.93
Thompson,238.87
White,237.07
Lopez,230.4
Lee,224.59
Gonzalez,221.57
Harris,220.02
Clark,203.28
Lewis,189.03
Robinson,186.47
Walker,185.83
Perez,181.09
Hall,175.55
Young,172.73
Allen,171.77
Sanchez,163.57
Wright,163.24
King,162.73
Scott,155.73
Green,153.27
Baker,153.23
Adams,153.13
Nelson,152.81
Hill,152.64
Ramirez,144.2
Campbell,137.88
Mitchell,136.21
Roberts,135.75
Carter,134.4
Phillips,130.43
Evans,126.87
Turner,124.43
Torres,120.54
Parker,120.2
Collins,117.83
Edwards,117.54
Stewart,115.99
Flores,115.89
Morris,115.57
Nguyen,114.96
Murphy,111.39
Rivera,111.01
Cook,109.28
Rogers,109.13
Morgan,102.46
Peterson,101.96
Cooper,100.12
Reed,99.14
Bailey,98.57
Bell,98.14
Gomez,97.71
Kelly,96.52
Howard,94.45
Ward,94.2
Cox,94.07
Diaz,93.33
Richardson,92.5
Wood,91.67
Watson,89.87
Brooks,89.25
Bennett,88.62
Gray,87.75
James,86.46
Reyes,86.19
Cruz,85.66
Hughes,85.03
Price,84.8
Myers,83.34
Long,82.85
Foster,81.94
Sanders,81.89
Ross,81.54
Morales,80.68
Powell,80.28
Sullivan,79.94
Russell,79.86
Ortiz,79.58
Jenkins,79.23
Gutierrez,78.92
Perry,78.83
Butler,78.17
Barnes,78
Fisher,77.95
Henderson,77.88
Coleman,77.34
Simmons,74.75
Patterson,73.6
Jordan,73.11
Reynolds,72.51
Hamilton,72.04
Graham,71.94
Kim,71.94
Gonzales,71.89
Alexander,71.71
Ramos,71.58
Wallace,70.71
Griffin,70.67
West,69.86
Cole,69.61
Hayes,69.5
Chavez,68.9
Gibson,68.36
Bryant,68.12
Ellis,67.44
Stevens,67.25
Murray,66.14
Ford,66.13
Marshall,65.69
Owens,65.37
Mcdonald,65.28
Harrison,65.09
Ruiz,65.03
Kennedy,63.62
Wells,63.25
Alvarez,62.58
Woods,62.58
Mendoza,62.49
Castillo,61.34
Olson,60.61
Webb,60.6
Washington,60.44
Tucker,60.4
Freeman,60.31
Burns,60.11
Henry,59.83
Vasquez,59.31
Snyder,59.08
Simpson,58.66
Crawford,58.61
Jimenez,58.38
Porter,58.14
Mason,57.64
Shaw,57.52
Gordon,57.43
Wagner,57.28
Hunter,57.24
Romero,57
Hicks,56.95
Dixon,56.35
Hunt,56.34
Palmer,55.76
Robertson,55.72
Black,55.67
Holmes,55.67
Stone,55.53
Meyer,55.48
Boyd,55.41
Mills,54.83
Warren,54.83
Fox,54.62
Rose,54.46
Rice,54.28
Moreno,54.15
Schmidt,53.96
Patel,53.78
Ferguson,52.73
Nichols,52.62
Herrera,52.19
Medina,51.66
Ryan,51.65
Fernandez,51.64
Weaver,51.46
Daniels,51.44
Stephens,51.43
Gardner,51.4
Payne,51.17
Kelley,50.99
Dunn,50.77
Pierce,50.61
Arnold,50.53
Tran,50.45
Spencer,49.84
Peters,49.76
Hawkins,49.7
Grant,49.69
Hansen,49.48
Castro,49.4
Hoffman,49.17
Hart,49.1
Elliott,49.1
Cunningham,48.89
Knight,48.88
Bradley,48.67
Carroll,48.57
Hudson,48.48
Duncan,48.35
Armstrong,48.18
Berry,47.97
Andrews,47.94
Johnston,47.8
Ray,47.74
Lane,47.72
Riley,47.43
Carpenter,47.11
Perkins,47.06
Aguilar,46.86
Silva,46.77
Richards,46.58
Willis,46.57
Matthews,46.28
Chapman,46.19
Lawrence,46.09
Garza,46.01
Vargas,45.95
Watkins,45.39
Wheeler,45.11
Larson,44.88
Carlson,44.53
Harper,44.43
George,44.4
Greene,44.34
Burke,44.18
Guzman,43.89
Morrison,43.72
Munoz,43.66
Jacobs,42.83
Obrien,42.77
Lawson,42.7
Franklin,42.58
Lynch,42.43
Bishop,42.27
Carr,42.22
Salazar,42.06
Austin,41.95
Mendez,41.79
Gilbert,41.67
Jensen,41.64
Williamson,41.6
Montgomery,41.57
Harvey,41.57
Oliver,41.38
Howell,40.64
Dean,40.49
Hanson,40.44
Weber,39.99
Garrett,39.95
Sims,39.76
Burton,39.72
Fuller,39.55
Soto,39.53
Mccoy,39.47
Welch,39.22
Chen,39.12
Schultz,38.91
Walters,38.66
Reid,38.56
Fields,38.27
Walsh,38.26
Little,38.08
Fowler,38.04
Bowman,37.9
Davidson,37.83
May,37.71
Day,37.69
Schneider,37.27
Newman,37.25
Brewer,37.24
Lucas,37.22
Holland,37.03
Wong,36.84
Banks,36.81
Santos,36.7
Curtis,36.68
Pearson,36.6
Delgado,36.58
Valdez,36.55
Pena,36.46
Rios,35.8
Douglas,35.74
Sandoval,35.7
Barrett,35.55
Hopkins,35.07
Keller,34.96
Guerrero,34.9
Stanley,34.78
Bates,34.75
Alvarado,34.74
Beck,34.53
Ortega,34.52
Wade,34.41
Estrada,34.41
Contreras,34.35
Barnett,34.21
Caldwell,33.86
Santiago,33.72
Lambert,33.59
Powers,33.51
Chambers,33.48
Nunez,33.44
Craig,33.21
Leonard,33.07
Lowe,33.06
Rhodes,32.96
Byrd,32.92
Gregory,32.92
Shelton,32.74
Frazier,32.74
Becker,32.66
Maldonado,32.63
Fleming,32.6
