0,4559
1,902
2,611
3,1419
4,575
5,477
6,377
7,429
8,283
9,242
10,181
11,121
12,83
13,94
14,82
15,81
16,88
17,59
18,2823
19,356
20,2811
21,758
22,965
23,1504
24,603
25,468
26,471
27,451
28,459
29,503
30,502
31,1150
32,878
33,855
34,798
35,878
36,845
37,749
38,570
39,651
40,1394
41,819
42,629
43,771
44,561
45,541
46,467
47,435
48,472
49,415
50,400
51,1685
52,677
53,680
54,561
55,504
56,1702
57,424
58,450
59,3078
60,1001
61,869
62,598
63,736
64,445
65,365
66,294
67,237
68,226
69,168
70,130
71,118
72,94
73,80
74,147
75,207
76,317
77,453
78,1259
79,421
80,363
81,310
82,163
83,151
84,140
85,197
86,168
87,208
88,318
89,750
90,787
91,874
92,715
93,528
94,381
95,288
96,165
97,173
98,119
99,127
100,108
101,76
102,89
103,100
104,88
105,63
106,33
107,36
108,21
109,37
110,23
111,20
112,13
113,7
114,11
115,8
116,9
117,6
118,3
119,2
120,0
121,3
122,1
123,1
124,0
125,3
126,2
127,2
128,0
129,0
130,0
131,0
132,0
133,0
134,1
135,1
136,0
137,1
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,1
180,0
181,0
182,0
183,0
184,0
185,0
186,1
187,0
188,0
189,0
190,0
191,1
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
