the,139383
or,71492
item,67732
new,63726
and,58177
in,55425
of,52423
a,51454
packaging,50362
for,49567
original,45878
see,43809
is,43744
details,43679
full,43443
listing,42885
seller's,42884
no,34833
as,33132
that,31851
be,28521
unused,28476
brand,28185
has,28011
may,26289
an,26030
used,25189
with,24559
description,23963
any,23954
imperfections,23911
been,23597
handmade,23044
box,22935
but,21809
undamaged,20866
including,20621
minimal,20133
bag,18745
tags,18516
such,18476
retail,18100
items,16632
wear,16067
unopened,15860
text,13759
pages,13367
missing,13236
not,13166
applicable,13128
store,12901
previously,12371
cover,12064
good,11745
was,10627
very,10540
to,10488
manufacturer,10425
included,9807
are,9714
book,9524
by,9484
attached,9436
unworn,9435
plastic,9423
non,9197
same,9057
what,9043
where,9043
packaged,9042
found,9041
its,9041
should,9041
unless,9041
unprinted,9041
english,8589
damage,8414
condition,8260
writing,7648
highlighting,7646
margins,7646
underlining,7646
have,6429
binding,5997
some,5912
tears,5740
jacket,5699
intact,5692
if,5671
hard,5660
read,5642
on,5631
covers,5602
marks,5597
dust,5594
still,5331
damaged,5209
paperback,5188
holes,5155
worn,4994
pre,4973
signs,4930
owned,4891
dvd,4731
this,4672
operational,4146
possible,4130
integrity,4111
fully,4002
intended,3999
pencil,3989
majority,3940
creasing,3939
scuff,3939
tearing,3939
cosmetic,3878
model,3876
floor,3867
return,3854
functions,3853
1,3715
without,3378
obvious,3281
materials,3075
vhs,2977
hardcover,2899
regular,2867
wrap,2823
shrink,2802
100,2784
amp,2700
black,2699
m,2670
cd,2579
3,2477
2,2395
cotton,2272
acceptable,2210
5,2208
like,2206
medium,2177
visible,2166
looks,2161
all,2076
anything,2053
compromise,2053
legibility,2053
slightly,2053
understanding,2053
would,2053
sleeve,2030
factory,1970
b,1814
4,1811
single,1795
it,1702
out,1693
video,1675
art,1661
creases,1655
inside,1655
identifying,1654
tear,1654
game,1646
scuffs,1633
cracks,1609
just,1604
facets,1586
flawless,1586
taken,1586
pr,1547
perfect,1507
unread,1502
instructions,1488
case,1477
pub,1431
yes,1420
from,1381
frames,1374
tape,1365
liner,1350
notes,1346
jewel,1344
fuzzy,1339
scratches,1339
skipping,1339
snowy,1339
excellent,1308
books,1303
fashion,1276
short,1250
6,1248
us,1239
manufacturer's,1235
does,1229
silver,1228
never,1227
removed,1220
opened,1219
sealing,1215
8,1211
white,1208
blacks,1206
10,1168
12,1167
multi,1161
warranty,1147
other,1127
technology,1111
7,1106
leather,1098
look,1084
holder,1080
exterior,1073
disk,1071
teeth,1070
0,1064
absolutely,1057
s,1056
action,1054
2010,1053
blue,1045
l,1044
color,1037
casual,1035
lifetime,971
module,962
certified,961
quantum,960
spec,959
sodimm,958
hp,939
now,929
adventure,922
2000,883
4gb,874
ddr2,865
6400,861
pc2,861
800mhz,859
business,855
brown,844
2009,843
2008,835
compaq,834
defects,798
polyester,796
sealed,793
9,786
gold,781
second,781
2007,770
ca,768
front,758
inc,747
long,739
juniors,738
reprint,726
2005,725
2011,721
album,709
2006,708
ep,708
rock,707
right,695
high,689
size,689
blues,682
2004,681
up,681
knee,673
sleeveless,672
co,647
d,635
2003,618
one,609
fiction,600
modern,594
2002,591
red,579
